date,body
2001-05-17T04:40:00-07:00,"Please set up some time with Linda
 Forwarded by Steven J Kean NA Enron on    
 AM 


Norm 
    PM
To Steven J Kean NA 
cc Linda Uselman HOU  

Subject EES

Steve Im not sure if you remember me but I was the gentleman that talked 
to you at the Floor Meeting on April th for ETS personnel

If you remember I mentioned that some of our engineering people had 
transferred to EES last year and that now they all want back due to the mass 
confusion in that organization such as billings being done on Excel 
spreadsheets no one being allowed to talk to other groups etc etc 

Today one of these employees Linda Uselman paid me a visit to inform me of 
her resignation from EES  I mentioned to Linda about my discussion with you 
and she said she would very much like to share with you what is going on in 
EES

Linda was one of our best employees  While we hated to see her go to EES we 
thought this was for the good of Enron  Now we see that everyone lost on 
this deal

Thanks Norm
"
2001-05-17T04:33:00-07:00,"Feel free to call me at 
 Forwarded by Steven J Kean NA Enron on    
 AM 
From Cindy Derecskey on     PM
To Steven J Kean NA 
cc Maureen McVicker NA  

Subject Contact Steve Kean


 Forwarded by Cindy Derecskey Corp Enron on     PM 

	Ron Crane 
	    PM
		 
		 To 
		 cc 
		 Subject Contact Steve Kean

Dear Sirs
I am trying to find an address and phone number to contact Mr Steve Kean 
Exec VP at Enron Corp as a possible speaker for an energy panel being put 
together for the Western State Treasurers Assn meeting in July in Sun 
Valley Idaho
Could you please provide me with an address to send him a letter of 
invitation and a phone number to contact him
Thank you for your consideration
Ron G Crane
Idaho State Treasurer
 
Statehouse    Room 
 W Jefferson
Boise ID  




"
2001-05-17T04:31:00-07:00,"Is this a  question  If so it seems to me we shouldnt bother with it  
If this is a  question then lets discuss
 Forwarded by Steven J Kean NA Enron on    
 AM 


Richard Shapiro
    PM
To Steven J Kean NA 
cc  

Subject Re Corporate Allocations April 


	


Can you help me on this one
 Forwarded by Richard Shapiro NA Enron on    
 PM 


Peter 
    PM
To Greg McMahon LON ECT Stephen Wood  @ ENRON
cc Paul Dawson Govt Affairs LON  Paul Hennemeyer LON  Doug 
Wood LON  Richard Shapiro NA  

Subject Re Corporate Allocations April   

I frankly dont see Enron Europe getting  per month value from 
Environment nor Environmental policy and compliance I have raised with 
the Washington office why someone there is apparently following European 
environmental legislation and policy when such things can only directly 
affect Enron Europes business I see that PR get hit with more than twice 
this amount to pay for our Chief Environmental Officer By copy Im asking 
RIck Shapiros view we could obviously take the question up direct with 
Steve Kean

Doug may wish to comment on the international project finance allocation 
also from Washington

We need to schedule a review with you of the May indicative expenditure 
report Would late pm on th be convenient



From Stephen Wood  on     PM GDT
To Fernley Dyson LON  Melissa Allen LON  Mark 
Pickering  Anne Edgley LON  Jackie 
Gentle LON  Ted Murphy ii  Adam 
Overfield  Rod Sayers LON  Mark 
Evans Legal LON  Doug Wood LON  Paul Hennemeyer LON  
Paul Dawson Govt Affairs LON  Peter Styles LON  Drew 
Lynch 
cc Michael R Brown LON  Suzanne Lane  Greg 
McMahon  Damien Campbell  Ben 
Williams  Nicola Luxford EU  

Subject Corporate Allocations April 

All please review the below Corporate allocations for April  Total 
allocations for the month are below plan by m  Congratulations to HR who 
managed to get a net credit from Corp of k  If you have any questions 
please get back to your management accountant or myself



regards
Stephen x






"
2001-05-17T04:29:00-07:00,"Thank you for the information  Unfortunately we are not interested at this 
time




Lorna Clark  on     PM
To Steve Kean 
cc  

Subject NASCAR Craftsman Truck Series Proposal

Steve

Approximately  weeks ago we sent you a Sponsorship proposal 
for Ware Racing
We are curious if youve had the time to look our package over
We have tried unsuccessfully to reach you by phone and understand 
that you are very busy
If you have time would you please contact us reguarding this matter
You can reach us by phone or fax at   or on the net at

We look forward to hearing from you

Thankyou
Dave Lorna Clark
Allied Motorsports representing WARE Racing


Do You Yahoo
Yahoo Auctions  buy the things you want at great prices
http  auctionsyahoocom 


"
2001-05-17T02:04:00-07:00,"Hi Terri

Ill be glad to add you to the email list  Thanks for letting us know

   Maureen McVicker
   Steve Keans Asst





Hamby Terri  on     AM
To  
cc  

Subject Conf Call

Mr Kean please add my name email address to your distribution list  I am
John Harrisons assitant I am afraid he might have missed a call or two

Thanks a bunch





This email and any files transmitted with it from the ElPaso 
Corporation are confidential and intended solely for the 
use of the individual or entity to whom they are addressed 
If you have received this email in error please notify the 
sender



"
2001-05-16T10:30:00-07:00,"The Governors advisors will not be prepared to discuss the credit issues on 
Friday    A new dial in number has been set up for a conference call amongst 
the sellers  

The time and participant codes remain the same  only the dial in  has 
changed  

DATE  Friday May th

TIME    am Central  should last approx  hour

CALL IN        this is the new dial in 

HOST CODE    Steve Keans use only

PARTICIPANT
CODE  

Attached is the most recent revised sellers contact list  
"
2001-05-16T10:09:00-07:00,"Message from Steve Kean

We understand that the Governors advisors are not prepared to discuss credit 
issues at this time  The conference call scheduled for Friday May th has 
been cancelled

Please let me know when you are ready for us to set up the call

Thank you

"
2001-05-16T08:02:00-07:00,"Steve Kean of Enron will be attending on May nd






Susan Green  on     PM
Please respond to 
To   
   
   
 c o   
   
   
   
  
  
  
  
  
  
   
  
   
   
  
  
  
  
  
   
   
   
   
   
  
cc  

Subject Logistics for May  Western Energy Forum

Dear All

We are pleased that you will attend the May  Forum on Securing the
Energy Future of the Western United States in Denver  Please confirm this
by sending a quick note in reply to this email that you can attend

If you are coming in from out of town and you would like a hotel room at the
Denver City Center Marriott for May st and or May nd please note that
in your response as well  Rooms are available at  night  We will
compile a room list from here however and you will not need to make a
reservation directly  We will send you a confirmation number once you have
sent us your hotel needs

Some brief logistics regarding the Forum

   Registration will begin at  am on Tuesday May nd on the fourth
floor of the Chamber of Commerce building  Market Street  The Forum
will start promptly at  am  A continental breakfast will be available
beginning at  am  For those of you coming from the Marriott either
walk or take the free th Street mall shuttle west to Market Street turn
left or south on Market Street walk two blocks to the red brick building
with the blue star on it   Parking lots are readily available in the
vicinity of the Chamber building at a cost of  day
   The Forum will recess by  pm on the nd but we will reconvene at
 pmat the Marriott for a cocktail reception prior to dinner at 
pm   We would like everyone to come to the dinner  It is part of the
program  Chris Hessler and Chris Miller of the US Senates Environment
and Public Works Committee will speak on Congressional and Administration
policy
   Dress for the Forum is Denverstyle ie casual  The same is true for
dinner
   On May rd a continental breakfast will be served beginning at  am
with that mornings program beginning promptly at  am   The meeting
will move to the second floor of the Chamber building in the Junior
Achievement Room just left off the elevator in the Chamber building
   We hope that everyone will remain at the table for the day and a half
Forum  This is important given the critical nature of the Forums agenda

Please dont hesitate to contact me with any questions comments or
concerns   My colleagues and I look forward to seeing you on May nd

Sue Green
Administrative Assistant
Institute for Public Policy
University of Colorado at Denver
 Market Street Suite 
Denver CO  
Tel  
Fax  



"
2001-05-16T06:38:00-07:00,"fyi  further distribute this message as you see fit
 Forwarded by Steven J Kean NA Enron on    
 PM 


Karen Denne
    PM
To Steven J Kean NA 
cc Vance Meyer NA  

Subject Jeff on CNN

fyi
 Forwarded by Karen Denne Corp Enron on    
 PM 


Vance Meyer
    PM
To Sherri Sera Corp  Joannie Williamson Corp 
cc Karen Denne Corp  Mark Palmer Corp  Meredith 
Philipp Corp  Ann M Schmidt Corp  

Subject Jeff on CNN


Here are the scheduled times for Jeffs The Players segment on Business 
Unusual the taping he did for Arthur Anderson

Vance

CNN
Sunday May th
 Central
am and pm

CNNfn
Monday    Friday  
 pm   pm Central

CNN international
Europe
Saturday    CET
Sunday    CET

Asia
Saturday    HK
Sunday    HK

Latin America
Saturday    BA
Sunday    BA


"
1999-09-10T06:22:00-07:00,"I agree with Marks points  While we have advocated our merger with PGE 
which did not concentrate market power we have intervened in opposition to 
most others  Moreover there is some hope that the German government will 
take the opportunity to use the proposed utility merger to force greater open 
access   We will likely encourage that action and may oppose the merger 
otherwise   Most mergers in this industry are defensive not procompetitive 
and in my view deserve no credit for convergence innovation or 
liberlization
 Forwarded by Steven J Kean HOU EES on     
PM 


Mark 
    AM
To Margaret Carson Corp 
cc Joan Wasylik LON  Danny McCarty LON  Steven J 
Kean HOU  
Subject Speech to the British Institute of Energy Economists

Margaret  apologies for the delay in getting comments to you on your 
speech  Due to press of other matters I will be brief

First your speech caption refernecing mergers is somewhat different than 
the topic shown in the agenda ie Industry Structure and Competitive 
Behaviour but I trust you are wroking that out with the BIEE  

Second in your first paragraph you note that developments in the energy 
sector over the last decade are due to the mergers of the last five years a 
point I will retrun to later but in any event not entirely consistent in 
terms of timeframes

Third I am surprised that the Enron Corp view is that gas and electricity 
markets grew as they did over the decade due to mergers  In the past things 
like unbundling and nondiscriminatory thirdparty access have featured 
prominently in our advocacy  Indeed though it was not my role at Enron I 
would have thought that in many of the recent electricity mergers predating 
Order No  we would have joined the chorus of voices arguing that these 
mergers concentrated market power and that such market power could only be 
mitigated with the provision of nondiscriminatory thirdparty access an 
argument we will be repeating in eg Germany as noted below  Finally I 
would note that in the past I thought we had questioned the value of mergers 
as an impediment to competitive markets as I recall Ken Rice gave an 
infamous address speech in which he described good mergers and bad 
mergers ie defensive mergers like Houston Industries and NorAm  I 
actually borrowed heavily from that speech two years ago in paris but if we 
have changed our tune that is good to know  Even the good mergers 
identified in his my speech eg Enron Portland have had the goods 
thwarted in part by regulators who would not let us do all we wanted to do 
that was procompetitive  Also in the past we have used as a good example 
of convergence the arbitrage we have done at Sithes facility in NY 
pointing out that we are in an energy or BTUmarket not gas alone or 
electricity alone  Not clear to me that mergers in the US demonstrate this  

Fourth accepting that it is the Enron Corp view that mergers are symbolic 
of the convergence of gas and electricity and are what yield the many 
beneifts of competition that you dsicuss elsewhere in your speech I do of 
course agree with all the platitueds that competition yilds more service 
offerings innovation etc you should be aware coming over to this 
market that a number of mergers are taking place that we have expressed 
concerns about in comments to the regulators and will do so in the future  
here are some you should be aware of  Veical integration in the UK 
electricity industry not clear yet that this will result in better more 
service but definitely loss of counterparties rebundling of business 
before retail unbundling competition has taken hold Exxon Mobil 
consolidation in the upstream sector in Continental Europe which is already 
concentrated VEBA VIAG in Germany probalby okay assuming thridparty 
access is allowed enhanced to the wires  Just FYI any objections we have 
are usually communicated confidentially 

Fifth if you are ging to emphasise mergers as per your title and opening 
paragraph I question the inclusion of all the discussion on privatisation 
which is good but does not seem to demonstrate the benefits of merger 
activity which I read is the premise of your speech per paragraph one  In 
addition recitation of ownership of miles of gathering lines and 
transmission lines does demonstrate change in aggregate ownership but not 
clear it is all due to mergers eg I thin NNG is just capital expansion 
nor does the connection get made that this has lead to innovative or enhanced 
service offerings  I do think excellent points can be made about the 
deregulation divestment of gathering and getting it out of federal 
regualtroy purview but that is not in the speech at this point

Sixth you describe network industries well but in the broader context of 
your speech I think your listeners will assume you are referring to the 
physical network rather than the Enron vision which you capture accurately 
nor is it easily understood how this demonstrates or adds to your point about 
convergence  

Seventh in your table of converged companies you could be asked about the 
fact that Duke has already disposed of the pipeline assets it acquired in the 
PanEnergy deal since sold to CMS apparently keeping only the trading 
business  Also our pieeline assets to do not serve our cogen facilites in 
NJ so not clear to me that thisdemonstrate convergence in the East Coast

Hope this helps  I will be travelling today and Monday but if you have 
questions please leave me voice mails and I will return your calls

PS at p  you describe secular change  I assme that this should read 
sectoral change

Mark
"
2000-08-01T09:13:00-07:00,"Regarding the Brand Conference in San Francisco Aug    here is the 
flight information for Steve Kean and his wife Melissa

You had asked for this in case Cindy wants to travel at the same time


Sunday August     IAH   San Francisco

Continental       am   am


Tuesday August     San Francisco IAH

Continental       pm   pm



Let me know if you need anything else"
2001-05-16T03:11:00-07:00,"Will you please email your company address and your fax  back to Steve 
Kean  I am compiling a contact list

Thank you

  Maureen McVicker
  Steve Keans Assistant"
2001-05-15T19:32:00-07:00," Forwarded by Steven J Kean NA Enron on    
 AM 


Stuart Ryan  on     PM
To 
cc  

Subject Re Conf Call on Mon May 

Hi Steve 

I wont be able to make the call on Monday

Id be happy to volunteer not to be on the negotiating team  It sounds
like theres no shortage of people who want to be on the committee

My big issue is default service  This industry needs real customers and
the only way to get real customers is to get rid of default service 
Starting with big customers along the lines of the core noncore gas
model is the best way to go  The only way to sell this however is to
get the big customers to agree its a good idea

J Stuart Ryan
AES Pacific
Suite 
 Pine Street
San Francisco CA   

office    
mobile    


"
2001-05-15T19:14:00-07:00,"Congrats Ray   Now get FERC to do something amazing
 Forwarded by Steven J Kean NA Enron on    
 AM 
   
	Enron Capital  Trade Resources Corp
	
	From  Richard Shapiro                               PM
	

To Ray Alvarez NA 
cc Harry Kingerski NA  James D Steffes NA  Robert 
Neustaedter  Steven J 
Kean NA  Linda Robertson NA  Rebecca 
McDonald ENRONDEVELOPMENT Peter E Weidler  Steve 
Hopper  

Subject Re Tariffs Approved  

Outstanding outcome Ray this was an incredible result given the challenging 
context to say the leastYou should feel quite proud of this achievment 
Thanks



Linda Robertson
    PM
To Ray Alvarez NA 
cc Harry Kingerski NA  James D Steffes NA  Richard 
Shapiro NA  Robert 
Neustaedter  Steven J Kean NA  

Subject Re Tariffs Approved  

Excellent and congratulations



	Ray Alvarez
	    PM
		 
		 To Steven J Kean NA  Richard Shapiro NA  Linda 
Robertson NA  James D Steffes NA 
		 cc Harry Kingerski NA  Robert 
Neustaedter 
		 Subject Tariffs Approved

The rate case that the governmental affairs group filed in January on behalf 
of Transredes has come to a very successful conclusion and the new rates 
will go into effect towards the end of this month  The rates are not much 
lower than what we filed for and represent a very significant increase over 
the previous rates  The tariff methodology and revised regulations put into 
effect by the Supreme Decree were followed to the letter by the regulator 
despite political pressure to arbitrarily keep rates down  The deliverables 
here were to  obtain a tariff methodology via Supreme Decree that would 
make the company financeable   rescue it from dire financial straits and  
file a rate case and prosecute it to obtain hard rates in accordance with the 
tariff methodology  This second deliverable has now been completed  
Transredes has had a bond issue pending since last year due to the 
uncertainty about rates it is my understanding that the financial market 
loved the ruling and that Transredes sold  million worth of bonds in about 
 minutes  This ruling should also significantly increase Transredess 
market value relative to Enrons efforts to sell its interest in the company

 Forwarded by Ray Alvarez NA Enron on     
AM 

Doug Farmer
    PM

To Peter E Weidler  
 
cc Jan van den Berg  John 
Naphan  Cyro Camacho  Pedro 
Elio  Fernando Gonzalez  

Subject Tariffs Approved

Gentlemen

I am delighted to report that SIRESE approved substantial increases in TRs 
tariffs consistent with the Law and Regulation  The details are 

     Existing Tariff SIRESE Approved  Increase TR CLHB Proposed TR CLHB  
Increase

Gas Export including surcharges         excluding 
RG  
Liquids Domestic              
Liquids Export               

CLHBs tariffs were also approved as follows           


As you can see we did substantially better than CLHB comparable with our 
liquids domestic 

We will get a detailed report on the assumptions used by SIRESE to reach 
their conclusions on Monday but our inteligence suggests the following 

 Export gas volumes increased to  TR capacity and  GSA  Cuiaba  
assumed for SDA and TEMIN purposes
 RG Compresion project deleted
 Interest rate reduced to  or   ie the rate in our bond issue
 Liquids expansion in the South reduced
 Some continuity of service CAPEX reduced
 Unknown OPEX reduction and maybe a change to the OPEX allocation between 
concesions
 OCC in service date slipped from  to 
 Debt Equity assumption changed from   to  

Our strategy to respond to each of these points is as follows 

 Volumes  Covered by  rule we can blete but can expect little back 
here  Clearly we will appeal if volumes exceed installed capacity in the 
short term ie  
 RG Compression  not worth fighting for since we dont even have the 
support of BG
 Interest Rate  Well get this back when we do a tariff  revision and 
actual rates are used  When we get the detail we will appeal if Jan feels we 
have concrete grounds ie commision costs etc are omited
 Liquids Expansion in the South  Here we intend to do a detailed analysis 
of exactly what has been deleted and as a result what liquids gas production 
will be shut in  If possible all assumptions to be agreed with the affected 
producers PB BG Vintage and Chaco  We will then write to those 
producerscopy SIRESE  VMEH etc stating that on their recommendation the 
project scope was reduced by SIRESE  We will give them an estimate of the 
lost liquids gas production in both volume and cash terms resultant from 
this decision  We will tell them that since they proposed these reductions 
we have no intention of appealing them but invite them to appeal
 Continuity of Service Capex  We need to see the detail here  We will 
take the moral high ground and be absolutely clear that we are not prepared 
to compromise our safety and environmental standards  We need to see exactly 
what has been removed but my thought is that if that means we are unable to 
provide some services eg LPG transportation or the continued operation of 
some liquids laterals we should write to those producers affected suggesting 
that if they wish these services to be continued they need to appeal the 
decision  Again since this is Capex we will get it back in the end on tariff 
revisions as long as the expenditure is approved on an annual basis in the 
SIRESE budget process
 OPEX  need to see the detail on Monday
 OCC  will not appeal  we need to do a detailed study to develop an OCC 
strategy
 Debt Equity ratio  Strictly speaking what has been done is in accordance 
with the Law Regulation  the regulation says the maximum allowed equity is 
  However we have very strong grounds to appeal since  a we are 
currently miles away from   let alone   b we can only borrow for 
CAPEX as per bond issue and the policy of all most banks lending 
institutions with the case presented in the rate case if we borrow to cover 
 of CAPEX we can easily demonstrate that we are still miles away from 
   We intend to fight this one very hard using all the 
external independant help we can get

As you are all aware our big exposure with the rate case was that the much 
needed substantial increase in liquids tariffs would not be approved and we 
would be subjected to some form of arbitary cut  This has not happened 
SIRESE has now approved and hence owns these substantial increases  Having 
got the big hike our job is now to claw back as much as we can from the above 
strategy in the full knowledge that the results of these efforts will be much 
smaller and hence managable increases

Attached is an analysis of the individual impacts on the tariff of the above 
points and the corporate model using the new tariff with our volume 
assumptions ie the worst case

Regards
Doug











"
2001-05-15T19:09:00-07:00," Forwarded by Steven J Kean NA Enron on    
 AM 


Joseph S Fichera  on     PM
To 
cc  

Subject GENERATOR ORGANIZATION

Good meeting you  Sorry not to get this to you sooner  See below

Please use two email addresses

 NY

 Sacramento

PHONE NUMBERS BELOW

joe

Corporate Contact Information 

Joseph S Fichera 
Senior Managing Director  CEO 
Saber Partners LLC 
 Wall Street th Floor 
New York NY  

TEL  
FAX  

Web Site http  wwwsaberpartnerscom
"
2001-05-15T19:07:00-07:00,"Im envious
See you when you get back


From Rebecca McDonald  on     AM
To Steven J Kean NA 
cc  

Subject RE Kissinger

Were going to be two ships passing here  I leave town on Friday and return 
to the office on Wednesday morning  How about I give you a call when I get 
back  I am only in a few days and then I am heading to DC for my sons 
college graduation exercises   I know exactly what you are thinking  
Lordy shes old

Talk to you then okay

Rebecca

 Original Message
From  Kean Steven  
Sent Sunday May    PM
To McDonald Rebecca
Subject Re Kissinger

Sorry I got overwhelmed by California  I have not talked to Ken yet and 
will be in Japan until Friday  Perhaps we can hook up then


From Rebecca McDonald  on     PM
To Steven J Kean NA 
cc  

Subject Kissinger

Steve

We never closed the loop on Kissinger  If you are around next week why 
dont we talk and resolve what we want to do so that I can proceed  Does 
that work for you

Rebecca




"
2001-05-15T13:46:00-07:00,"You should also check my folder California  working group
 Forwarded by Steven J Kean NA Enron on    
 PM 


Joe Ronan  on     PM
To  
cc  

Subject RE Governors Generator Phone calls

I thought that I sent my email as you answered me My fax is 

Original Message
From  
Sent Tuesday May    PM
To Joe Ronan
Subject Re Governors Generator Phone calls



Can you please send your email addresses and fax numbers too   So I can
email you information

Thank you

               Maureen McVicker
               Steve Keans Assistant






Joe Ronan  on     PM

To    
cc   James Macias 

Subject  Governors Generator Phone calls

SteveI am at  and Jim Macias is at  Thanks





"
2001-05-15T11:59:00-07:00,"Joe is working with the Governors office and so should go on that list not 
the sellers list
 Forwarded by Steven J Kean NA Enron on    
 PM 


Joseph S Fichera  on     PM
To 
cc  

Subject Fwd GENERATOR ORGANIZATION


Date Mon  May   
To 
From Joseph S Fichera 
Subject GENERATOR ORGANIZATION

Good meeting you  Sorry not to get this to you sooner  See below

Please use two email addresses

 NY

 Sacramento

PHONE NUMBERS BELOW

joe


Corporate Contact Information 

Joseph S Fichera 
Senior Managing Director  CEO 
Saber Partners LLC 
 Wall Street th Floor 
New York NY  

TEL  
FAX  

Web Site http  wwwsaberpartnerscom

Corporate Contact Information 

Joseph S Fichera 
Senior Managing Director  CEO 
Saber Partners LLC 
 Wall Street th Floor 
New York NY  

TEL  
FAX  

Web Site http  wwwsaberpartnerscom
"
2001-05-15T11:54:00-07:00,"One minor point  the response to the first data request implies that all 
employees went through the PRC process in   I am not sure this is 
accurate  Its fair to say that most did but I believe that the field 
employees who are organized into selfdirected work teams do not go through 
the PRC process"
2001-05-15T11:48:00-07:00,"Linda  I havent heard of these guys  Do you know them
 Forwarded by Steven J Kean NA Enron on    
 PM 
   
	Enron Capital  Trade Resources Corp
	
	From  Sherri Sera                               PM
	

To Steven J Kean NA  Mark Palmer Corp 
cc  

Subject HELP

Steve and Mark a good friend of mine works for Mr Grimes at Stewart  
Stevenson  They have been offered this opportunity by the China Assoc for 
Social and Economic Development for a commitment of   Since Mr Lay 
has been a past recipient according to their attached letter they are 
wondering if this is legit  Can you provide any insight  Thanks for your 
help  SRS
 Forwarded by Sherri Sera Corp Enron on    
 PM 


Doyleene Harris  on     PM
To  
cc  

Subject HELP




Hi Sherri 

We would be most appreciative if you can help us out on this one 

Our President and CEO Mike Grimes received the letter copy attached please 
open from the China Association for Social and Economic Development In 
this letter Mr Wu mentions that Dr Kenneth Lay was a past recipient

Well you just called  so I wont complete this email 

Love you  

Doyleene 


Original Message 
From Judy Johnson 
Sent Tuesday May    PM 
To Doyleene Harris 
Subject 

 

 MAPjpg   
  MAPjpg


"
2001-05-15T10:50:00-07:00,"Can you please send your email addresses and fax numbers too   So I can 
email you information

Thank you

   Maureen McVicker
   Steve Keans Assistant






Joe Ronan  on     PM
To  
cc James Macias  

Subject Governors Generator Phone calls

SteveI am at  and Jim Macias is at  Thanks


"
2000-08-01T11:56:00-07:00," Forwarded by Steven J Kean HOU EES on     
PM 


Peggy Mahoney
    PM
To Karen L Williams HOU  Mark Palmer Corp  Steven J 
Kean HOU  James D Steffes HOU  Jeff Dasovich SFO 
cc  
Subject Duke release and news conference

Duke is holding a news conference at pm Central Time  Call in number is 
below 


Duke Energy Offers Governor Davis Solutions to Californias Power Supply 
Shortfall 

     Committing to Deliver  Megawatts of New Supply to California
               And a FiveYear Fixed Price Supply Contract

    HOUSTON AND MOSS LANDING Calif July   PRNewswire   Duke Energy
North America DENA today offered to California Governor Gray Davis specific
solutions to address the states electricity supply shortage proposing to
deliver  megawatts of new supply through the construction of generation
facilities  In addition DENA proposed a fiveyear fixedprice supply
contract to incumbent utilities to address the immediate concern with volatile
electricity prices
    Californias high electricity prices during peakdemand periods result
from insufficient supply to meet the demand said Jim Donnell president and
chief executive officer of DENA  In the past ten years no significant new
power generation facilities have been built in California  During the same
period peak demand has risen more than  megawatts  This combination
has caused the states reserve margin to fall to less than  percent which
necessarily results in higher prices and abnormal volatility
    Under current procedures it takes in excess of four years to deliver new
power generation in California  To add substantial incremental generating
capacity to California DENA proposed Governor Davis use his existing
authority under the California Emergency Services Act to streamline the
permitting process to facilitate the rapid construction of environmentally
friendly generation by   DENA also asked the governor to use his current
authority to allow California utilities to enter into bilateral contracts with
energy providers so they could better manage their exposure to high energy
prices
    To help solve the states supply shortfall DENA said it remained
committed to adding substantial generation in California  Within two months
and upon receiving final regulatory approvals the company will begin
construction on  megawatts at its Moss Landing facility  The expansion
of the current megawatt facility will be in commercial operation by
summer   And with an expedited permitting process DENA could deploy its
available resources to construct an additional  megawatts for commercial
operation in  and  megawatts for 
    To address the concern associated with the high energy prices experienced
this year DENA offered to provide up to  megawatts of electricity to the
incumbent utilities at  per megawatthour for a fiveyear period beginning
Sept    This would mitigate the exposure to price spikes for a
reasonable time period during which additional generation resources can be
built
    DENA is committed to help bring electricity price stability for the
citizens of California through these proposals Donnell said  We are
confident that our expertise in building and operating power generation
facilities can help resolve the supply crisis
    Duke Energy North America DENA is a leading wholesale energy services
company  DENA and its affiliates including Duke Energy Trading and
Marketing provides natural gas and power supply and services and risk
management products to wholesale energy producers and users  DENA also
develops owns and manages a portfolio of merchant generation facilities
DENA is a wholly owned subsidiary of Duke Energy
    Duke Energy NYSE DUK a diversified multinational energy company
creates value for customers and shareholders through an integrated network of
energy assets and expertise  Duke Energy manages a dynamic portfolio of
natural gas and electric supply delivery and trading businesses  generating
revenues of nearly  billion in   Duke Energy headquartered in
Charlotte NC is a Fortune  company traded on the New York Stock
Exchange under the symbol DUK  More information about the company is
available on the Internet at  http  wwwdukeenergycom 

SOURCE  Duke Energy Corporation





 
Web site  http  wwwdukeenergycom 
 

 
Company News OnCall  http  wwwprnewswirecom comp html
or fax  ext 
 

 
CONTACT Tom Williams California  or pager
 or Bryant Kinney  both of Duke Energy
Corporation
 

 
EDITORS ADVISORY Duke Energy North America will hold an
audioconference today at  pm Pacific time  Jim Donnell
president and chief executive officer will discuss DENAs
position and proposed solutions for Californias power supply
crisis  Media representatives should dial   and
provide access code  to participate in the call  The call
will be replayed later this afternoon  Dial   for the
replay and use the same access code above

"
2001-05-15T10:47:00-07:00,"PLEASE NOTE  This email includes several items 
  the call in information for Fridays conference call
  a summary of yesterdays conference call from Jeff Dasovich Enron
  two documents that list the contact information we have received to date 
please email Steve Kean @ skeanenroncom if any changes additions need to 
be made to the list  As we receive more contact information revised lists 
will be emailed to everyone



A conference call has been scheduled for Friday May th  

If credit issues are to be discussed this is the call in number we will 
use  
If credit issues are not to be discussed a separate call in number will be 
set up and you will be notified with the new dial in numbers


DATE  Friday May th

TIME    am Central  should last approx  hour

CALL IN   

HOST CODE    Steve Keans use only

PARTICIPANT
CODE  


If anyone needs to call in from an international location please contact 
Maureen McVicker at  and she will set up an international number 
too




Here is the summary Jeff Dasovich sent regarding yesterdays conference call

Greetings
In order to keep everyone in the loop the folks on todays call wanted to 
send out a brief summary of the call for the benefit of those who couldnt 
make it  Apologies for any omissions inaccuracies etc  Others who were on 
the call please chime in if Ive gotten anything wrong or missed anything

Best
Jeff

SUMMARY
Enron Duke El Paso and Williams were on the call as was Michael Hoffman of 
the Blackstone Group the Governors financial advisors
On the subject of how the group would organize itself it was agreed that the 
calls would be open to anyone who wanted to participate
A smaller group consisting of Duke El Paso Enron and Williams would take 
the lead on walking the halls of Sacramento meeting with policy makers and 
advocating whatever plan the group develops
Folks agreed that achieving a comprehensive solution requires a tangible 
process that is the principals need to get in a room face to face for 
however long it takes to work out a resolution
It was agreed that the process should start no later than the beginning of 
next week and that it should take place in Sacramento
It was decided that the Legislature and the Attorney General needed to be 
brought into the process as soon as possible ie next week
There was some discussion regarding the release today of Plan B  Plan B is 
a plan proposed by Democratic and Republican legislators as an alternative to 
the MOU that the Governor struck with Edison  After that call I received a 
copy of Plan B  If youd like a copy please send me your fax number
Folks on the call agreed to have the next supplieronly callin meeting on 
Friday
Finally Michael Hoffman said that they are hoping to have a ratings agency 
level presentation prepared by the end of the week  The goal of the 
presentation is to reassure capital markets that the bonds the state seeks to 
issue are solidly backed by retail rates

The Agenda for Tomorrows Call with the Governors Staff
Item   The Credit Issue
Michael Hoffman said that the Governors office wants to start tomorrows 
meeting discussing the creditworthiness issue  
Hoffman said that the Governors folks are hoping to have completed by the 
start of tomorrows meeting a draft of an agreement between the California 
PUC and CDWR  The agreement is designed to ensure that DWR gets paid for 
power services delivered  
If the draft is ready theyd like to discuss on the call tomorrow  

Item   Identify the Components of a Comprehensive Solution
It was agreed that our group should put on the table at tomorrows meeting 
the universe of issues that need to be included in a comprehensive solution
Enron was asked to take a first stab at what those components are  The 
following is a brief outline which is not intended to be definitive but a 
starting point for discussion
Utility creditworthiness
retail rates must reflect costs
Increase supply
streamline and otherwise reform the siting process
Decrease demand
establish realtime pricing
implement demand buydown and other conservation programs
Create a real market
Remove the State from the powerbuying business as soon as possible eg 
once new rates are in place and utilities are returned to creditworthiness 
approximately  months
Return the procurement role to the utilities
Reinstate Direct Access immediately for all customers
Within  months create a core noncore market structure for 
electricity similar to Californias market structure for natural gas
Keep the industry in the hands of the private sector
Reject proposals calling on the State to take over transmission generation 
etc 
Resolve outstanding legal claims investigations etc
Resolution requires certainty and prompt payment understanding that 
discounts on receivables is on the table for discussion



Attached are the contact lists



"
2001-05-15T03:24:00-07:00,"A conference call has been scheduled for Friday May th  Below is the call 
in information

DATE  Friday May th

TIME    am Central  should last approx  hour

CALL IN   

HOST CODE    Steve Keans use only

PARTICIPANT
CODE  


If anyone needs to call in from an international location please contact 
Maureen McVicker at  and she will set up an international number 
too
"
